;a;b;operation;calculated;cumulative;result;proof_size;seconds;response
prove_21;83;87;Mul;7221;46372;46372.0;841;0.06321141599983093;{'verificationValue': 46372.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAANDYzNzIuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADQ2MzcyLjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_22;45;42;Mul;1890;48262;48262.0;841;0.06393033299900708;{'verificationValue': 48262.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAANDgyNjIuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADQ4MjYyLjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_23;72;68;Mul;4896;53158;53158.0;841;0.06339620799917611;{'verificationValue': 53158.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAANTMxNTguMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADUzMTU4LjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_24;48;75;Mul;3600;56758;56758.0;841;0.06367608400069003;{'verificationValue': 56758.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAANTY3NTguMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADU2NzU4LjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_25;23;45;Mul;1035;57793;57793.0;841;0.06331529199997021;{'verificationValue': 57793.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAANTc3OTMuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADU3NzkzLjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_26;37;31;Mul;1147;58940;58940.0;841;0.06430454200017266;{'verificationValue': 58940.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAANTg5NDAuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADU4OTQwLjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_27;16;16;Mul;256;59196;59196.0;841;0.06396733399924415;{'verificationValue': 59196.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAANTkxOTYuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADU5MTk2LjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_28;39;37;Mul;1443;60639;60639.0;841;0.0635472080011823;{'verificationValue': 60639.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAANjA2MzkuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADYwNjM5LjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_29;84;18;Mul;1512;62151;62151.0;841;0.06555637500059674;{'verificationValue': 62151.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAANjIxNTEuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADYyMTUxLjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_30;14;59;Mul;826;62977;62977.0;841;0.06451574999846343;{'verificationValue': 62977.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAANjI5NzcuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADYyOTc3LjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
prove_31;26;59;Mul;1534;64511;64511.0;841;0.06484445800015237;{'verificationValue': 64511.0, 'proof': {'imageId': [235478173, 1426634340, 1724434694, 1269151235, 2299687509, 3333770039, 3761160093, 4005458376], 'receipt': 'AwAAAAAAAAAAAAAAmL4gACyGqXD9SCTqBr57Fe21xvS89IksDAnB7FD2cs3kOUscAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAQAEAAAAAAAAHAAAANjQ1MTEuMAAtAQAAeyJ3YXNfZmlyc3RfZXZlbnQiOnRydWUsImltYWdlX2lkIjpbMjM1NDc4MTczLDE0MjY2MzQzNDAsMTcyNDQzNDY5NCwxMjY5MTUxMjM1LDIyOTk2ODc1MDksMzMzMzc3MDAzOSwzNzYxMTYwMDkzLDQwMDU0NTgzNzZdLCJxZiI6eyJiIjpbMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMF0sImwiOjAsInEiOjYsInIiOjd9fQAAAAAAAAAAAAAAAAAAAEABAAAAAAAABwAAADY0NTExLjAALQEAAHsid2FzX2ZpcnN0X2V2ZW50Ijp0cnVlLCJpbWFnZV9pZCI6WzIzNTQ3ODE3MywxNDI2NjM0MzQwLDE3MjQ0MzQ2OTQsMTI2OTE1MTIzNSwyMjk5Njg3NTA5LDMzMzM3NzAwMzksMzc2MTE2MDA5Myw0MDA1NDU4Mzc2XSwicWYiOnsiYiI6WzAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDAsMCwwLDBdLCJsIjowLCJxIjo2LCJyIjo3fX0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=='}}
